course,crn,instructor,days,start_time,end_time
COMP 182,20153,"Goldman, Ron","Tue,Thu",10:50,12:05
COMP 182,22728,"Fu, Xiaoyun","Tue,Thu",13:00,14:15
COMP 182,22729,"Treangen, Todd","Tue,Thu",14:30,15:45
COMP 182,23950,"Chida, Anjum","Tue,Thu",09:25,10:40
COMP 215,22727,"Guzman Nateras, Luis Fernando","Mon,Wed,Fri",13:00,13:50
COMP 282,24693,"Kyrillidis, Tasos Wei, Chen","Mon,Wed,Fri",11:00,11:50
COMP 301,21419,"Ferreira Flores, Rodrigo","Tue,Thu",16:00,17:15
COMP 312,23716,"Schreib, Rebecca","Tue,Thu",10:50,12:05
COMP 321,22822,"Johnson, Dave Fagan, Mike Cox, Alan L.","Tue,Thu",14:30,15:45
COMP 321,22822,"Johnson, Dave Fagan, Mike Cox, Alan L.",Tue,16:00,17:15
COMP 321,22823,"Johnson, Dave Fagan, Mike Cox, Alan L.","Tue,Thu",14:30,15:45
COMP 321,22823,"Johnson, Dave Fagan, Mike Cox, Alan L.",Wed,15:30,16:45
COMP 330,22973,"Koch, Simon Myers, Risa","Mon,Wed,Fri",10:00,10:50
COMP 364,25715,"Schreib, Rebecca",Fri,14:00,16:30
COMP 410,20387,"Wong, Stephen","Mon,Wed,Fri",15:00,15:50
COMP 413,23331,"Koch, Simon","Mon,Wed,Fri",13:00,13:50
COMP 413,23952,"Stolboushkin, Alexei","Mon,Wed",14:00,15:15
COMP 418,22426,"Mamouras, Konstantinos","Mon,Wed,Fri",10:00,10:50
COMP 421,20075,"Johnson, Dave","Tue,Thu",10:50,12:05
COMP 422,22974,"Mellor-Crummey, John","Tue,Thu",13:00,14:15
COMP 423,23717,"Goldman, Ron","Tue,Thu",13:00,14:15
COMP 424,24053,"Garg, Nakul","Tue,Thu",09:25,10:40
COMP 427,20409,"Joyner, Mack","Tue,Thu",14:30,15:45
COMP 440,23120,"Subramanian, Devika","Tue,Thu",09:25,10:40
COMP 447,21689,"Balakrishnan, Guha","Mon,Wed",16:00,17:15
COMP 449,21725,"Lan, Xinjie Shaw, Chad Barman, Arko","Mon,Wed",16:00,17:30
COMP 458,23185,"Patel, Tirthak","Tue,Thu",16:00,17:15
COMP 459,23142,"Lopes da Silva, Arlei","Tue,Thu",10:50,12:05
COMP 460,22174,"Warren, Joe D.","Mon,Fri",14:00,16:15
COMP 462,22976,"Hang, Kaiyu","Mon,Wed",16:00,17:15
COMP 464,25716,"Schreib, Rebecca",Fri,14:00,16:30
COMP 468,25784,"Wang, Yuke","Wed,Fri",12:30,13:45
COMP 484,24694,"Chen, Hanjie","Mon,Wed",16:00,17:15
COMP 498,25587,"Farrell, Logan","Tue,Thu",08:00,09:15
COMP 502,25760,"Merenyi, Erzsebet","Tue,Thu",13:00,14:15
COMP 518,22483,"Mamouras, Konstantinos","Mon,Wed,Fri",10:00,10:50
COMP 521,20615,"Johnson, Dave","Tue,Thu",10:50,12:05
COMP 523,21659,"Goldman, Ron","Tue,Thu",13:00,14:15
COMP 529,22978,"Ng, T. S. Eugene","Tue,Thu",09:25,10:40
COMP 534,22975,"Mellor-Crummey, John","Tue,Thu",13:00,14:15
COMP 539,20614,"Stolboushkin, Alexei","Mon,Wed",16:00,17:15
COMP 541,20617,"Joyner, Mack","Tue,Thu",14:30,15:45
COMP 543,25840,"Koch, Simon Myers, Risa","Mon,Wed,Fri",10:00,10:50
COMP 546,22193,"Balakrishnan, Guha","Mon,Wed",16:00,17:15
COMP 549,21727,"Lan, Xinjie Shaw, Chad Barman, Arko","Mon,Wed",16:00,17:30
COMP 549,22980,"Lan, Xinjie","Tue,Thu",18:30,19:30
COMP 557,23122,"Subramanian, Devika","Tue,Thu",09:25,10:40
COMP 558,23186,"Patel, Tirthak","Tue,Thu",16:00,17:15
COMP 559,22449,"Lopes da Silva, Arlei","Tue,Thu",10:50,12:05
COMP 562,22977,"Hang, Kaiyu","Mon,Wed",16:00,17:15
COMP 568,25785,"Wang, Yuke","Wed,Fri",12:30,13:45
COMP 582,22455,"Chia, Nai-Hui","Tue,Thu",14:30,15:45
COMP 584,24695,"Chen, Hanjie","Mon,Wed",16:00,17:15
COMP 585,25951,"Aliakbarpour, Maryam","Tue,Thu",10:50,12:05
COMP 600,20132,"Volz, Tracy",Mon,12:00,12:50
COMP 600,22726,"Volz, Tracy",Wed,12:00,12:50
COMP 607,21105,"Vardi, Moshe","Wed,Fri",14:00,15:15
COMP 608,25732,"Glavan, Mary Joyner, Mack","Mon,Wed",14:00,15:15
COMP 608,25755,"Glavan, Mary Joyner, Mack","Mon,Wed",12:30,13:45
COMP 610,22982,"Wong, Stephen","Mon,Wed",20:00,21:25
COMP 613,22778,"Guzman Nateras, Luis Fernando",Wed,18:30,19:55
COMP 614,22443,"Chida, Anjum",Tue,18:30,19:55
COMP 620,25825,"Xing, Jiarong",Fri,15:00,16:15
COMP 628,23835,"Straach, Janell",Tue,20:00,21:25
COMP 630,21657,"Greiner, John",Thu,18:30,19:55
COMP 642,22439,"Boominathan, Vivek","Tue,Thu",13:00,14:15
COMP 642,22441,"Boominathan, Vivek","Tue,Thu",13:00,14:15
COMP 642,23223,"Straach, Janell",Mon,18:30,19:55
COMP 643,23719,"Orooji, Marmar",Wed,18:30,19:55
COMP 643,25729,"Orooji, Marmar",Wed,18:30,19:55
COMP 644,23313,"Paul, Sanjoy","Mon,Wed",18:30,19:55
COMP 646,22442,"Ordonez Roman, Vicente","Tue,Thu",16:00,17:15
COMP 650,25821,"Kavraki, Lydia",Mon,16:00,16:59
COMP 652,22779,"Barman, Arko",Mon,18:30,19:55
COMP 665,22446,"Warren, Joe D.","Mon,Fri",16:15,17:30
COMP 670,25887,"Yao, Vicky",Wed,15:00,16:15
COMP 680,22131,"Ore Monago, Tilsa",Tue,20:00,21:25
COMP 682,23720,"Greiner, John",Thu,20:00,21:25
STAT 280,20185,"Peterson, Leif","Mon,Wed",14:00,15:15
STAT 280,20185,"Peterson, Leif",Tue,18:30,19:50
STAT 305,20925,"Peterson, Leif","Tue,Thu",09:25,10:40
STAT 305,20925,"Peterson, Leif",Mon,18:30,19:50
STAT 305,20923,"Peterson, Leif","Tue,Thu",09:25,10:40
STAT 305,20923,"Peterson, Leif",Wed,18:30,19:50
STAT 310,21081,"McGuffey, Elizabeth","Tue,Thu",13:00,14:15
STAT 310,22574,"Graves, Rose","Mon,Wed",14:00,15:15
STAT 313,22380,"Duenas Osorio, Leonardo","Mon,Wed,Fri",10:00,10:50
STAT 315,22077,"Bertolusso, Roberto","Tue,Thu",14:30,15:45
STAT 315,22077,"Bertolusso, Roberto",Tue,18:00,20:00
STAT 376,22116,"Brown, Bryan","Mon,Wed",16:00,17:15
STAT 376,22116,"Brown, Bryan",Thu,18:00,18:50
STAT 405,20281,"Bertolusso, Roberto","Tue,Thu",16:00,17:15
STAT 410,21289,"Pizzo, Gina","Tue,Thu",13:00,14:15
STAT 410,21289,"Pizzo, Gina",Thu,17:30,19:30
STAT 411,20136,"Harmon, James","Tue,Thu",14:30,15:45
STAT 419,21456,"Pizzo, Gina","Tue,Thu",10:50,12:05
STAT 421,20574,"Ensor, Katherine","Mon,Wed",14:00,15:15
STAT 423,25986,"Kimmel, Marek","Tue,Thu",09:25,10:40
STAT 450,22079,"McGuffey, Elizabeth","Tue,Thu",09:25,10:40
STAT 453,20119,"Yuan, Ying Liu, Suyu","Tue,Thu",16:00,17:15
STAT 486,23254,"Jackson, Mike","Tue,Thu",17:30,18:45
STAT 499,20394,"Jackson, Mike",Wed,11:00,11:50
STAT 499,25728,"Peterson, Christine",Wed,14:00,14:50
STAT 499,25836,"Powers, Scott",Mon,15:00,15:50
STAT 502,25754,"Merenyi, Erzsebet","Tue,Thu",13:00,14:15
STAT 510,20121,"Osborn, Seth","Tue,Thu",13:00,14:15
STAT 519,21457,"Cox, Dennis","Tue,Thu",10:50,12:05
STAT 533,21030,"Luo, Hengrui","Tue,Thu",13:00,14:15
STAT 552,24225,"Pang, Guodong",Wed,16:00,18:15
STAT 553,20122,"Yuan, Ying Liu, Suyu","Tue,Thu",16:00,17:15
STAT 581,24597,"Viens, Frederi",Tue,18:30,21:00
STAT 601,20140,"Wang, Judy",Mon,16:00,16:50
STAT 605,23263,"Bertolusso, Roberto","Tue,Thu",16:00,17:15
STAT 611,20421,"Thirkettle, Matt","Mon,Wed",10:30,11:45
STAT 613,23730,"Zhang, Cindy",Wed,13:00,15:30
STAT 616,25940,"Zhu, Hongjian","Mon,Wed",18:30,19:45
STAT 621,20575,"Ensor, Katherine","Mon,Wed",14:00,15:15
STAT 623,25987,"Kimmel, Marek","Tue,Thu",09:25,10:40
STAT 625,24600,"Li, Meng","Mon,Wed",14:00,15:15
STAT 686,23255,"Jackson, Mike","Tue,Thu",17:30,18:45
STAT 699,20395,"Jackson, Mike",Wed,11:00,11:50
STAT 699,23179,"Vannucci, Marina",Fri,10:00,10:50
STAT 699,24601,"Peterson, Christine",Wed,14:00,14:50
STAT 699,25837,"Powers, Scott",Mon,15:00,15:50
BUSI 150,24009,"Vidal, Jorge","Mon,Wed,Fri",10:00,10:50
BUSI 220,22773,"Panahi, Hesam","Tue,Thu",09:25,10:40
BUSI 221,23957,"Panahi, Hesam","Tue,Thu",13:00,14:15
BUSI 223,25497,"Ray, Patrick","Tue,Thu",16:00,17:15
BUSI 305,20134,"Joffre, Anthony","Tue,Thu",08:00,09:15
BUSI 305,20135,"Joffre, Anthony","Tue,Thu",13:00,14:15
BUSI 305,22212,"Joffre, Anthony","Tue,Thu",14:30,15:45
BUSI 305,23169,"Joffre, Anthony","Tue,Thu",08:00,09:15
BUSI 305,23170,"Joffre, Anthony","Tue,Thu",13:00,14:15
BUSI 305,23171,"Joffre, Anthony","Tue,Thu",14:30,15:45
BUSI 310,21447,"Kwon, Mijeong","Tue,Thu",10:50,12:05
BUSI 310,23960,"Kwon, Mijeong","Tue,Thu",09:25,10:40
BUSI 310,25791,"Dhruva, Isha","Mon,Wed",14:00,15:15
BUSI 310,25792,"Jiang, Zhenye","Mon,Wed",08:00,09:15
BUSI 310,25793,"Shen, Manjiang","Tue,Thu",14:30,15:45
BUSI 343,22431,"Piqueira, Natalia","Mon,Wed,Fri",10:00,10:50
BUSI 343,23159,"Piqueira, Natalia","Mon,Wed,Fri",13:00,13:50
BUSI 343,23961,"Vidal, Jorge","Tue,Thu",16:00,17:15
BUSI 360,23184,"Judah, Kyle",Mon,18:00,18:50
BUSI 361,22150,"Massaro, Diana",Wed,13:00,13:50
BUSI 365,25762,"Panahi, Hesam Wulf, Adam",Mon,14:00,15:15
BUSI 369,23163,"Randolph, Sophie","Tue,Thu",10:50,12:05
BUSI 371,23172,"Prinsloo, Emily","Tue,Thu",16:00,17:15
BUSI 374,22735,"Kerimov, Suleyman","Tue,Thu",13:00,14:15
BUSI 374,22736,"Kerimov, Suleyman","Tue,Thu",14:30,15:45
BUSI 380,20145,"Chung, Jaeyeon","Mon,Wed",12:30,13:45
BUSI 380,20207,"Chung, Jaeyeon","Mon,Wed",14:00,15:15
BUSI 390,20403,"Pan Fang, Tommy","Tue,Thu",08:00,09:15
BUSI 390,20404,"Pan Fang, Tommy","Tue,Thu",09:25,10:40
BUSI 390,23164,"Pan Fang, Tommy","Tue,Thu",08:00,09:15
BUSI 390,23165,"Pan Fang, Tommy","Tue,Thu",09:25,10:40
BUSI 395,22763,"Hamidieh, Kam","Mon,Wed",08:00,09:15
BUSI 395,22763,"Hamidieh, Kam",Wed,12:00,12:50
BUSI 395,22764,"Hamidieh, Kam","Mon,Wed",08:00,09:15
BUSI 395,22764,"Hamidieh, Kam",Wed,14:00,14:50
BUSI 395,22765,"Hamidieh, Kam","Mon,Wed",09:25,10:40
BUSI 395,22765,"Hamidieh, Kam",Wed,15:00,15:50
BUSI 395,22766,"Hamidieh, Kam","Mon,Wed",09:25,10:40
BUSI 395,22766,"Hamidieh, Kam",Wed,16:00,16:50
BUSI 396,23964,"Russell, Jeff","Mon,Wed,Fri",09:00,09:50
BUSI 396,23965,"Russell, Jeff","Mon,Wed,Fri",10:00,10:50
BUSI 405,20402,"Lansford, Benjamin","Mon,Wed,Fri",11:00,11:50
BUSI 420,23173,"Miles, Jonathan","Tue,Thu",08:00,09:15
BUSI 420,23178,"Miles, Jonathan","Tue,Thu",08:00,09:15
BUSI 421,23160,"Miles, Jonathan","Mon,Wed",14:00,15:15
BUSI 430,22738,"Lansford, Benjamin","Mon,Wed,Fri",12:00,12:50
BUSI 430,25592,"Lansford, Benjamin","Mon,Wed,Fri",12:00,12:50
BUSI 431,23161,"Jue-Rajasingh, Diana","Tue,Thu",10:50,12:05
BUSI 432,22432,"Windsor, Duane","Tue,Thu",09:25,10:40
BUSI 447,23162,"Barry, John","Tue,Thu",13:00,14:15
BUSI 447,23967,"Barry, John","Tue,Thu",14:30,15:45
BUSI 448,22737,"Crotty, Kevin","Tue,Thu",10:50,12:05
BUSI 448,23968,"Crotty, Kevin","Tue,Thu",09:25,10:40
BUSI 463,21446,"Tonar, Remington","Tue,Thu",14:30,15:45
BUSI 465,21704,"Beatty, Deric",Mon,18:15,21:30
BUSI 480,22740,"Lee, Jung Youn","Mon,Wed",11:00,12:15
BUSI 521,22149,"Back, Kerry","Tue,Thu",14:30,15:45
BUSI 524,25499,"Crotty, Kevin",Tue,13:00,16:00
BUSI 525,25500,"Johnson, Stephanie",Wed,13:00,15:59
BUSI 533,20274,"Sivaramakrishnan, Shiva",Thu,13:00,16:59
BUSI 541,21108,"Zhang, Anthea",Mon,09:00,12:00
BUSI 552,24037,"Piazza, Alessandro",Fri,09:00,12:00
BUSI 566,25501,"Kwon, Mijeong",Fri,13:00,15:59
BUSI 573,25502,"Kerimov, Suleyman",Tue,16:30,19:30
BUSI 721,22780,"Back, Kerry",Mon,20:00,21:30
BUSI 722,22798,"Back, Kerry",Mon,20:00,21:30
MATH 101,21526,"Gwaltney, Ethan","Mon,Wed,Fri",11:00,11:50
MATH 101,23690,"Shupe, Chloe","Mon,Wed,Fri",10:00,10:50
MATH 102,23141,"Wu, Yandi","Mon,Wed,Fri",11:00,11:50
MATH 102,21329,"Harris, Isabel","Mon,Wed,Fri",09:00,09:50
MATH 102,21217,"Pastrana, Jose","Mon,Wed,Fri",10:00,10:50
MATH 102,20389,"Pastrana, Jose","Mon,Wed,Fri",11:00,11:50
MATH 102,21688,"Wong, Richard","Mon,Wed,Fri",13:00,13:50
MATH 102,23691,"Harris, Isabel","Mon,Wed,Fri",10:00,10:50
MATH 110,24049,"Del Guercio, Olivia",Mon,19:00,19:50
MATH 110,25808,"Del Guercio, Olivia",Mon,18:00,18:50
MATH 112,21701,"Castro, Nickolas","Tue,Thu",09:25,10:40
MATH 115,22349,"Orcan Ekmekci, Betul","Mon,Wed,Fri",10:00,10:50
MATH 211,21330,"Ortiz, Alexander","Mon,Wed,Fri",10:00,10:50
MATH 211,21099,"Orcan Ekmekci, Betul","Mon,Wed,Fri",11:00,11:50
MATH 211,21527,"Liu Lopez, Fernando","Mon,Wed,Fri",09:00,09:50
MATH 211,23692,"Gao, Zhiyong","Mon,Wed,Fri",13:00,13:50
MATH 212,21528,"Radosevich, Matthew","Mon,Wed,Fri",09:00,09:50
MATH 212,20054,"Gao, Zhiyong","Mon,Wed,Fri",11:00,11:50
MATH 212,22129,"Huxford, Peter","Mon,Wed,Fri",13:00,13:50
MATH 212,20055,"Huxford, Peter","Mon,Wed,Fri",11:00,11:50
MATH 212,23693,"Wang, Stephen","Mon,Wed,Fri",10:00,10:50
MATH 222,23694,"Mantoulidis, Christos","Mon,Wed,Fri",10:00,10:50
MATH 232,23095,"Wong, Richard","Mon,Wed,Fri",10:00,10:50
MATH 290,22744,"Gwaltney, Ethan","Mon,Wed",15:00,15:50
MATH 302,20154,"Malinovitch, Tal","Mon,Wed,Fri",10:00,10:50
MATH 322,23696,"Semmes, Stephen","Mon,Wed,Fri",11:00,11:50
MATH 354,21331,"Katz, Nets","Mon,Wed,Fri",11:00,11:50
MATH 355,20965,"Staffa, Bruno","Mon,Wed,Fri",10:00,10:50
MATH 355,22092,"Staffa, Bruno","Mon,Wed,Fri",11:00,11:50
MATH 355,23096,"Wang, Stephen","Mon,Wed,Fri",13:00,13:50
MATH 355,23698,"Wu, Yandi","Mon,Wed,Fri",14:00,14:50
MATH 357,22167,"Frei, Sarah","Tue,Thu",13:00,14:15
MATH 365,22093,"Yu, Jize","Tue,Thu",14:30,15:45
MATH 370,24696,"Nelson, Jo","Tue,Thu",09:25,10:40
MATH 371,24697,"Gao, Zhiyong","Mon,Wed,Fri",10:00,10:50
MATH 382,22451,"Jones, Frank","Mon,Wed,Fri",13:00,13:50
MATH 412,24698,"Semmes, Stephen","Mon,Wed,Fri",14:00,14:50
MATH 427,20056,"Arana-Herrera, Francisco","Mon,Wed,Fri",13:00,13:50
MATH 433,25690,"Damanik, David","Tue,Thu",10:50,12:05
MATH 443,25798,"Harvey, Shelly","Tue,Thu",10:50,12:05
MATH 451,23097,"Nelson, Jo","Tue,Thu",10:50,12:05
MATH 464,20058,"Levin, Brandon","Mon,Wed,Fri",11:00,11:50
MATH 466,24699,"Walton, Chelsea","Tue,Thu",09:25,10:40
MATH 468,25771,"McMillon, Emily","Mon,Wed,Fri",10:00,10:50
MATH 490,21131,"Damanik, David",Tue,14:30,15:45
MATH 517,20155,"Arana-Herrera, Francisco","Mon,Wed,Fri",13:00,13:50
MATH 523,25691,"Damanik, David","Tue,Thu",10:50,12:05
MATH 538,25799,"Harvey, Shelly","Tue,Thu",10:50,12:05
MATH 543,23100,"Castro, Nickolas","Tue,Thu",10:50,12:05
MATH 544,23703,"Harvey, Shelly","Tue,Thu",13:00,14:15
MATH 551,23098,"Nelson, Jo","Tue,Thu",10:50,12:05
MATH 564,20156,"Levin, Brandon","Mon,Wed,Fri",11:00,11:50
MATH 566,24700,"Walton, Chelsea","Tue,Thu",09:25,10:40
MATH 567,23101,"Varilly Alvarado, Anthony","Tue,Thu",10:50,12:05
MATH 590,20060,"Harvey, Shelly",Thu,14:30,15:45
MATH 591,20061,"Harris, Isabel Orcan Ekmekci, Betul Wang, Stephen Gwaltney, Ethan Pastrana, Jose Wong, Richard",Tue,14:30,15:45
MATH 680,20157,"Arana-Herrera, Francisco Frei, Sarah",Thu,16:00,17:29
MATH 681,20231,"Leininger, Christopher Harvey, Shelly",Mon,16:00,16:50
MATH 682,20232,"Varilly Alvarado, Anthony Levin, Brandon",Tue,16:00,17:29
MATH 683,20233,"Chambers, Gregory Nelson, Jo Mantoulidis, Christos",Wed,16:00,16:50
MATH 684,22755,"Damanik, David Lukic, Milivoje",Tue,16:00,17:29
MATH 690,21274,"Varilly Alvarado, Anthony",Fri,14:00,15:50
MATH 690,21703,"Damanik, David",Tue,14:30,15:45
MATH 699,20477,"Damanik, David",Wed,13:00,13:50
MATH 699,21120,"Harvey, Shelly",Fri,16:00,16:50
CMOR 220,22902,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,22902,"Protasov, Anastasiya",Wed,18:00,18:50
CMOR 220,23115,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,23115,"Protasov, Anastasiya",Wed,18:00,18:50
CMOR 220,23124,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,23124,"Protasov, Anastasiya",Wed,18:00,18:50
CMOR 220,23125,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,23125,"Protasov, Anastasiya",Thu,18:00,18:50
CMOR 220,23126,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,23126,"Protasov, Anastasiya",Thu,18:00,18:50
CMOR 220,23127,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,23127,"Protasov, Anastasiya",Thu,18:00,18:50
CMOR 220,23128,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,23128,"Protasov, Anastasiya",Fri,14:00,14:50
CMOR 220,23129,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,23129,"Protasov, Anastasiya",Fri,14:00,14:50
CMOR 220,23130,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,23130,"Protasov, Anastasiya",Fri,14:00,14:50
CMOR 220,23131,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,23131,"Protasov, Anastasiya",Fri,14:00,14:50
CMOR 220,23132,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,23132,"Protasov, Anastasiya",Wed,18:00,18:50
CMOR 220,24149,"Protasov, Anastasiya","Mon,Wed",14:00,14:50
CMOR 220,24149,"Protasov, Anastasiya",Wed,18:00,18:50
CMOR 302,24495,"Kykkanen, Antti","Wed,Fri",14:00,15:15
CMOR 303,23133,"LaPole, Alyssa","Mon,Wed,Fri",10:00,10:50
CMOR 304,22903,"Anderson, Thomas Geoffrey","Mon,Wed,Fri",13:00,13:50
CMOR 350,22904,"Tekin, Eylem","Tue,Thu",09:25,10:40
CMOR 360,22905,"Ramani, Sivaramakrishnan","Tue,Thu",13:00,14:15
CMOR 404,24496,"Davila, Randy",Fri,09:00,11:30
CMOR 416,25982,"Flynn, Jonathan","Mon,Wed,Fri",11:00,11:50
CMOR 417,24067,"Riviere, Beatrice","Tue,Thu",10:50,12:05
CMOR 421,23206,"Hawkins, Elizabeth","Tue,Thu",13:00,14:15
CMOR 423,22906,"Zhang, Lu","Tue,Thu",16:00,17:15
CMOR 428,25717,"Protasov, Anastasiya","Tue,Thu",16:00,17:15
CMOR 430,22924,"Heinkenschloss, Matthias","Tue,Thu",14:30,15:45
CMOR 437,26009,"Ma, Shiqian","Tue,Thu",14:30,15:45
CMOR 438,24071,"Davila, Randy",Fri,13:00,15:30
CMOR 442,22908,"Schaefer, Andrew","Tue,Thu",13:00,14:15
CMOR 461,22909,"Tekin, Eylem","Tue,Thu",10:50,12:05
CMOR 463,24500,"Li, Su","Mon,Wed",14:00,15:15
CMOR 465,24012,"Walczak, Darius",Tue,16:00,18:29
CMOR 477,25598,"Liang, Jiaxing",Fri,13:00,15:30
CMOR 493,22921,"Hicks, Illya V.",Wed,16:00,18:30
CMOR 494,22922,"Protasov, Anastasiya","Mon,Wed",08:00,08:50
CMOR 504,25730,"Davila, Randy",Fri,09:00,11:30
CMOR 517,24497,"Riviere, Beatrice","Tue,Thu",10:50,12:05
CMOR 521,23207,"Hawkins, Elizabeth","Tue,Thu",13:00,14:15
CMOR 523,22907,"Zhang, Lu","Tue,Thu",16:00,17:15
CMOR 527,24502,"Van Fleet, Samuel","Wed,Fri",14:00,15:15
CMOR 528,24503,"Protasov, Anastasiya","Tue,Thu",16:00,17:15
CMOR 530,22923,"Heinkenschloss, Matthias","Tue,Thu",14:30,15:45
CMOR 537,24504,"Das Gupta, Shuvomoy",Wed,14:00,16:50
CMOR 544,25748,"Ge, Puyao","Mon,Wed",16:00,17:15
CMOR 552,25579,"Viens, Frederi",Tue,18:30,21:00
CMOR 554,24226,"Pang, Guodong",Wed,16:00,18:15
CMOR 646,24505,"Perez Salazar, Sebastian","Mon,Wed",12:30,13:45
CMOR 677,25599,"Liang, Jiaxing",Fri,13:00,15:30
CMOR 677,25880,"de Hoop, Maarten","Mon,Wed",16:00,17:15
